w_lgbm,w_catboost,w_xgboost,weight_sum,overall_pearson,overall_rmse,overall_mae,extreme_pearson,extreme_rmse,extreme_mae
0.15,0.4,0.45,1.0,0.10690874068907671,1.0377980649540568,0.6968587201056743,0.29692153624224793,3.374894252435849,3.1536080899042642
0.0,0.15,0.85,1.0,0.10112833792743672,1.037860374363097,0.6969718133735164,0.2864286146414311,3.3749132809830154,3.1533241656692503
0.3,0.65,0.05,1.0,0.10839749483761853,1.0378899441038867,0.6969051125711885,0.29327402305203376,3.37494193505462,3.1538920141392786
0.05,0.25,0.7,1.0,0.10350766448644814,1.0378306052667574,0.6969156561044,0.29185058805487873,3.3749777076215866,3.1534750731883494
0.2,0.5,0.3,1.0,0.10821339211549878,1.0378289390394617,0.6968638333545796,0.29778590672102895,3.374984683370398,3.1537589974233637
0.1,0.35,0.55,1.0,0.10567933384184944,1.0378251425405365,0.6968842346080073,0.2959721610607906,3.3750525639075155,3.1536259807074485
0.25,0.6,0.15,1.0,0.1087280998647316,1.0378841180492306,0.6968958009189823,0.2963144081244026,3.3750855426572457,3.153909904942463
0.15,0.45,0.4,1.0,0.10745377321052771,1.0378439865682463,0.6968776450824263,0.29832278527962475,3.375137849146852,3.153776888226548
0.0,0.2,0.8,1.0,0.10167321456409714,1.0378785552349077,0.6969631144094126,0.28858573201810633,3.3751455751496042,3.153492963991533
0.3,0.7,0.0,1.0,0.1081687722435571,1.0379635981071538,0.6969536169132171,0.292236867574898,3.375196829361517,3.1540608124615614
0.05,0.3,0.65,1.0,0.10410709327981237,1.0378610637068024,0.696918981999111,0.2939262740438141,3.375215286376956,3.1536438715106323
0.2,0.55,0.25,1.0,0.10858093427061567,1.0378871360259363,0.6968959070369904,0.2984360540247567,3.3752335625490426,3.153927795745646
0.1,0.4,0.5,1.0,0.10627498360475102,1.0378678781070336,0.6969001881138466,0.29773586003414143,3.3752954262912027,3.1537947790297314
0.25,0.65,0.1,1.0,0.10876079138066738,1.037954587882358,0.6969412317794986,0.2959221423415801,3.3753397032269623,3.1540787032647457
0.0,0.25,0.75,1.0,0.10222998469003425,1.037905827534645,0.6969626325786316,0.29076514397642017,3.375382419206226,3.1536617623138157
0.15,0.5,0.35,1.0,0.10794873830660234,1.0378989979568543,0.6969059960287542,0.2994862959872458,3.375385994149538,3.15394568654883
0.05,0.35,0.6,1.0,0.10470720569414152,1.0379006130450799,0.6969309726204799,0.2959518587335905,3.375457414185639,3.1538126698329148
0.2,0.6,0.2,1.0,0.1088317908660557,1.037954421070093,0.6969382423346062,0.2986777499361459,3.375486989112583,3.15409659406793
0.1,0.45,0.45,1.0,0.10684350621900648,1.037919703538763,0.6969250484997486,0.29933230595128985,3.3755428368610647,3.1539635773520143
0.25,0.7,0.05,1.0,0.10857976858193477,1.0380341435539235,0.6969955612140137,0.2949307057527931,3.3755984102444283,3.154247501587028
0.0,0.3,0.7,1.0,0.10279223576425427,1.037942190545668,0.6969714610992047,0.2929364682511227,3.3756238121951783,3.153830560636099
0.15,0.55,0.3,1.0,0.10836349320960935,1.0379630976746232,0.6969445815812061,0.30031882263537835,3.375638686440864,3.1541144848711125
0.05,0.4,0.55,1.0,0.10529547082434386,1.037949252242409,0.696952729111244,0.2978741090463884,3.3757040900687727,3.1539814681551976
0.2,0.65,0.15,1.0,0.10891652506566123,1.0380307924046712,0.6969901272782026,0.29838863449249653,3.3757449620368645,3.154265392390212
0.1,0.5,0.4,1.0,0.10736119304527544,1.0379806174741786,0.6969601263168381,0.300677636719653,3.3757947946170974,3.1541323756742967
0.25,0.75,0.0,1.0,0.10811334004438068,1.0381227829750703,0.697060543571811,0.2931978067644116,3.3758616626644016,3.154416299909311
0.0,0.35,0.65,1.0,0.10335019418899571,1.0379876433125728,0.6969897217616337,0.29505626021726394,3.375869753140641,3.153999358958382
0.15,0.6,0.25,1.0,0.10865652779267038,1.0380362840379151,0.6969929142677208,0.30070211379989564,3.375895924999711,3.1542832831933962
0.05,0.45,0.5,1.0,0.1058534893709245,1.0380069800209848,0.6969846088970975,0.2996203969490472,3.3759553130293942,3.154150266477481
0.2,0.7,0.1,0.9999999999999999,0.10876981252779831,1.0381162480243113,0.6970508466321653,0.2974206939955947,3.3760074802796765,3.1544341907124953
0.1,0.55,0.35,1.0,0.10779444899954795,1.0380506183133107,0.6970049999957577,0.30166213822564864,3.3760512985412183,3.1543011739965796
0.0,0.4,0.6,1.0,0.10388926347908986,1.03804218464132,0.6970180565023836,0.29706336534789113,3.3761202410486977,3.154168157280665
0.15,0.65,0.2,1.0,0.1087711793381635,1.0381185551249301,0.6970504775349992,0.30048829586915204,3.376157708786901,3.1544520815156787
